Teff log(g) a1 a2 a3 a4 I1 beaming
7000.0 6.25 -0.169 1.9914 -1.7532 0.5139 3.28972e-05 -0.4484
7500.0 6.25 -0.1019 1.6604 -1.2976 0.3156 4.15423e-05 -0.2486
8000.0 6.25 -0.0726 1.5408 -1.1412 0.2422 5.1444e-05 -0.0765
8500.0 6.25 -0.0906 1.6717 -1.3447 0.3235 6.26449e-05 0.073
9000.0 6.25 -0.0702 1.7893 -1.6192 0.4557 7.49614e-05 0.2038
9500.0 6.25 0.0705 1.5219 -1.4671 0.4332 8.76958e-05 0.3191
10000.0 6.25 0.2265 1.0831 -1.0431 0.2954 9.94733e-05 0.4214
10500.0 6.25 0.4057 0.4995 -0.4326 0.0923 0.000108355 0.5127
11000.0 6.25 0.5291 0.1117 -0.0516 -0.0226 0.000116548 0.5945
11500.0 6.25 0.5713 0.0 0.0403 -0.0486 0.000125338 0.6683
12000.0 6.25 0.5906 -0.0421 0.0558 -0.0479 0.00013407 0.7351
12500.0 6.25 0.606 -0.0869 0.083 -0.0532 0.000142774 0.7958
13000.0 6.25 0.6153 -0.1276 0.1155 -0.0625 0.000151496 0.8513
13500.0 6.25 0.6198 -0.1602 0.1441 -0.0715 0.000160284 0.902
14000.0 6.25 0.621 -0.1855 0.1676 -0.0793 0.000169162 0.9487
14500.0 6.25 0.6208 -0.207 0.1883 -0.0864 0.000178139 0.9917
15000.0 6.25 0.6198 -0.2259 0.2068 -0.0927 0.000187219 1.0314
15500.0 6.25 0.6175 -0.2402 0.2206 -0.0974 0.000196406 1.0683
16000.0 6.25 0.6175 -0.2588 0.2388 -0.1036 0.000205704 1.1025
16500.0 6.25 0.6171 -0.2754 0.2548 -0.109 0.000215118 1.1344
17000.0 6.25 0.6179 -0.2942 0.2731 -0.1152 0.000224654 1.1641
20000.0 6.25 0.6563 -0.4731 0.4516 -0.1783 0.000284688 1.3079
25000.0 6.25 0.8416 -0.986 0.9486 -0.3523 0.000399694 1.4634
30000.0 6.25 0.8509 -0.9957 0.8851 -0.3112 0.000554186 1.5625
35000.0 6.25 0.6249 -0.6148 0.5101 -0.176 0.00073183 1.631
40000.0 6.25 0.5415 -0.5692 0.5077 -0.1835 0.000871335 1.6811
45000.0 6.25 0.5348 -0.6567 0.6266 -0.2322 0.000986496 1.7193
50000.0 6.25 0.5581 -0.7867 0.7779 -0.2904 0.0010934 1.7493
55000.0 6.25 0.5931 -0.9218 0.9264 -0.3462 0.00119075 1.7736
60000.0 6.25 0.6327 -1.0529 1.0655 -0.3975 0.00128314 1.7936
3750.0 6.5 1.6009 -1.7662 1.314 -0.4075 2.48046e-06 -3.2178
4000.0 6.5 1.7364 -2.2003 1.7975 -0.5937 3.10034e-06 -2.8347
4250.0 6.5 1.788 -2.3922 2.0185 -0.6801 3.962e-06 -2.4982
4500.0 6.5 1.8002 -2.4515 2.0928 -0.7101 5.11647e-06 -2.2005
4750.0 6.5 1.7339 -2.2108 1.8109 -0.5975 6.59397e-06 -1.9356
5000.0 6.5 1.514 -1.5895 1.1545 -0.351 8.76619e-06 -1.6987
5250.0 6.5 1.256 -0.8863 0.4418 -0.0904 1.09234e-05 -1.4856
5500.0 6.5 0.8658 0.121 -0.5462 0.2613 1.33376e-05 -1.2932
5750.0 6.5 0.4253 1.1945 -1.5572 0.6068 1.60135e-05 -1.1189
6000.0 6.5 0.0779 1.9715 -2.2321 0.819 1.89141e-05 -0.9602
6250.0 6.5 -0.1102 2.304 -2.4401 0.8583 2.20402e-05 -0.8153
6500.0 6.5 -0.177 2.3296 -2.3501 0.7949 2.53907e-05 -0.6826
7000.0 6.5 -0.1754 2.0967 -1.9431 0.6032 3.28347e-05 -0.4484
7500.0 6.5 -0.1224 1.8109 -1.5425 0.4272 4.13644e-05 -0.2486
8000.0 6.5 -0.0965 1.6866 -1.3716 0.3468 5.11055e-05 -0.0765
8500.0 6.5 -0.1049 1.7639 -1.4978 0.3953 6.20983e-05 0.073
9000.0 6.5 -0.0977 1.8922 -1.7607 0.517 7.42302e-05 0.2038
9500.0 6.5 0.0213 1.6999 -1.6943 0.5259 8.70268e-05 0.3191
10000.0 6.5 0.176 1.2922 -1.3197 0.4069 9.92924e-05 0.4214
10500.0 6.5 0.3244 0.804 -0.7938 0.2236 0.000109667 0.5127
11000.0 6.5 0.4758 0.2961 -0.2612 0.0492 0.000117494 0.5945
11500.0 6.5 0.5588 0.0335 0.0019 -0.0344 0.000125978 0.6683
12000.0 6.5 0.5871 -0.0393 0.0556 -0.0487 0.000134765 0.7351
12500.0 6.5 0.6025 -0.0798 0.0764 -0.0513 0.000143504 0.7958
13000.0 6.5 0.6082 -0.1063 0.0907 -0.053 0.00015226 0.8513
13500.0 6.5 0.6204 -0.1556 0.1351 -0.0676 0.000161056 0.902
14000.0 6.5 0.622 -0.1811 0.158 -0.0748 0.000169937 0.9487
14500.0 6.5 0.6223 -0.2037 0.1799 -0.0824 0.000178923 0.9917
15000.0 6.5 0.6217 -0.2236 0.1995 -0.0891 0.000188013 1.0314
15500.0 6.5 0.6192 -0.2377 0.2133 -0.0937 0.000197215 1.0683
16000.0 6.5 0.6186 -0.2552 0.2305 -0.0997 0.00020653 1.1025
16500.0 6.5 0.6182 -0.272 0.247 -0.1053 0.000215965 1.1344
17000.0 6.5 0.6183 -0.2893 0.264 -0.1112 0.000225519 1.1641
20000.0 6.5 0.6559 -0.4666 0.4412 -0.1737 0.000285683 1.3079
25000.0 6.5 0.8376 -0.9731 0.9324 -0.3458 0.000400843 1.4634
30000.0 6.5 0.8367 -0.9651 0.8533 -0.2994 0.000555085 1.5625
35000.0 6.5 0.5944 -0.5479 0.443 -0.1514 0.000730897 1.631
40000.0 6.5 0.4935 -0.4614 0.3991 -0.1437 0.000868824 1.6811
45000.0 6.5 0.4724 -0.5166 0.486 -0.1809 0.000982534 1.7193
50000.0 6.5 0.4826 -0.6182 0.6098 -0.2293 0.00108725 1.7493
55000.0 6.5 0.5059 -0.7279 0.7334 -0.2761 0.00118236 1.7736
60000.0 6.5 0.5359 -0.8398 0.8547 -0.3212 0.0012727 1.7936
65000.0 6.5 0.2694 -0.0367 0.0215 -0.0165 0.00153517 1.8103
70000.0 6.5 0.2778 -0.1016 0.0991 -0.0465 0.00162851 1.8246
75000.0 6.5 0.2932 -0.1761 0.1838 -0.0785 0.00172115 1.8369
80000.0 6.5 0.3135 -0.2555 0.2707 -0.1109 0.00181353 1.8475
85000.0 6.5 0.3381 -0.34 0.3615 -0.1446 0.00190586 1.8569
