Teff log(g) a1 a2 a3 a4 I1
11600.0 5.0 2.60191 -4.16924 3.73233 -1.24892 11291700.0
11800.0 5.0 2.65729 -4.2889 3.83524 -1.28228 11644200.0
12000.0 5.0 2.66074 -4.29486 3.83006 -1.27813 12007600.0
2300.0 5.5 1.2519 -1.51977 1.72646 -0.51659 2842.67
2400.0 5.5 0.57799 -0.34815 1.06609 -0.38333 2432.65
2500.0 5.5 0.71527 -1.00443 1.72757 -0.51352 1758.43
2600.0 5.5 0.82758 -1.197 1.82593 -0.47554 1443.46
2700.0 5.5 0.74038 -1.13329 2.06355 -0.64699 1201.96
2900.0 5.5 0.77004 -0.76611 1.71467 -0.66916 54464.4
3100.0 5.5 0.71412 -0.08371 0.7619 -0.37597 40845200.0
3200.0 5.5 0.75701 0.07228 0.42242 -0.24574 171038000.0
3300.0 5.5 0.83849 0.06784 0.26586 -0.17406 351232000.0
3400.0 5.5 0.88809 0.07612 0.13414 -0.11268 488962000.0
3500.0 5.5 0.93984 0.04016 0.06914 -0.07549 562265000.0
3600.0 5.5 0.99679 -0.0314 0.05775 -0.05873 581062000.0
3700.0 5.5 1.08052 -0.17843 0.12423 -0.06747 565120000.0
3800.0 5.5 1.20592 -0.43486 0.30743 -0.11631 533426000.0
3900.0 5.5 1.35246 -0.77291 0.58744 -0.19964 488228000.0
4000.0 5.5 1.47596 -1.09373 0.88451 -0.2929 443490000.0
4100.0 5.5 1.5577 -1.36138 1.17118 -0.38781 394937000.0
4200.0 5.5 1.3818 -1.1515 1.06263 -0.35401 302307000.0
4300.0 5.5 1.45005 -1.36483 1.32281 -0.4371 299178000.0
4400.0 5.5 1.33886 -1.31009 1.39531 -0.46873 237388000.0
4500.0 5.5 1.17808 -1.1035 1.32363 -0.45441 184022000.0
4600.0 5.5 1.05725 -1.06166 1.45688 -0.52926 104643000.0
4700.0 5.5 1.05013 -1.23715 1.79187 -0.68255 50148600.0
4800.0 5.5 1.07607 -1.50065 2.19897 -0.86092 7561930.0
4900.0 5.5 1.24884 -1.9171 2.60294 -1.00257 1980880.0
5100.0 5.5 1.24461 -1.86106 2.48411 -0.95309 1098850.0
5200.0 5.5 1.23747 -1.8228 2.43199 -0.93926 1376350.0
