Teff	log(g)	T_BB_u	T_BB_g	T_BB_r	T_BB_i	T_BB_z
10600.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10600.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10600.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10800.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10800.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10800.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10800.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
10800.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11000.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11000.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11000.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11000.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11000.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11200.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11200.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11200.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11200.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11200.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11400.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11400.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11400.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11400.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11400.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11600.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11600.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11600.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11600.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11600.0	6.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11800.0	4.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11800.0	4.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11800.0	5.0	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
11800.0	5.5	10000.00000	10000.00000	10000.00000	10000.00000	10000.00000
