Teff log(g) y1 y2 y
11400.0 5.5 0.8514 -0.0498 0.8016000000000001
11600.0 5.5 0.8463 -0.048 0.7983
11800.0 5.5 0.8484 -0.0494 0.799
12000.0 5.5 0.8317 -0.0503 0.7814
2300.0 6.0 1.5598 0.0387 1.5985
2400.0 6.0 2.777 -0.2165 2.5605
2500.0 6.0 4.5368 -0.5856 3.9512000000000005
2600.0 6.0 6.1136 -0.85 5.2636
2700.0 6.0 6.1957 -0.836 5.3597
2900.0 6.0 5.7448 -0.756 4.9887999999999995
3100.0 6.0 5.2262 -0.534 4.692200000000001
3200.0 6.0 4.5502 -0.439 4.1112
3300.0 6.0 4.1562 -0.3616 3.7946
3400.0 6.0 3.7846 -0.2869 3.4977
3500.0 6.0 3.4747 -0.2326 3.2420999999999998
3600.0 6.0 3.2312 -0.1693 3.0618999999999996
3700.0 6.0 2.9867 -0.1226 2.8641
3800.0 6.0 2.7922 -0.086 2.7062
3900.0 6.0 2.6558 -0.0548 2.601
4000.0 6.0 2.5482 -0.0301 2.5181
4100.0 6.0 2.4586 -0.0084 2.4502
4200.0 6.0 2.3942 -0.0019 2.3923
4300.0 6.0 2.2992 0.0294 2.3286
4400.0 6.0 2.2649 0.0346 2.2995
4500.0 6.0 2.3049 0.0385 2.3434
4600.0 6.0 2.3253 0.0213 2.3466
4700.0 6.0 2.4819 -0.0097 2.4722
4800.0 6.0 2.6095 -0.0392 2.5703
4900.0 6.0 2.645 -0.0835 2.5615
5100.0 6.0 2.7113 -0.1281 2.5832
5200.0 6.0 2.8311 -0.1335 2.6976
5300.0 6.0 2.7968 -0.1083 2.6885000000000003
5400.0 6.0 2.6766 -0.1099 2.5667
5500.0 6.0 2.6041 -0.0935 2.5105999999999997
5600.0 6.0 2.5317 -0.1058 2.4259
5700.0 6.0 2.4405 -0.1002 2.3403
5800.0 6.0 2.351 -0.0926 2.2584
5900.0 6.0 2.0013 -0.0271 1.9742000000000002
6000.0 6.0 1.9068 -0.1245 1.7823
6100.0 6.0 2.0356 -0.123 1.9126
6200.0 6.0 1.9463 -0.1193 1.827
6300.0 6.0 1.9042 -0.0499 1.8542999999999998
6400.0 6.0 1.7835 -0.0713 1.7122000000000002
6500.0 6.0 1.7037 -0.0418 1.6619
6600.0 6.0 1.64 -0.0542 1.5857999999999999
6700.0 6.0 1.5475 -0.0455 1.502
6800.0 6.0 1.4676 -0.037 1.4306
6900.0 6.0 1.394 -0.0188 1.3752
7000.0 6.0 1.3039 -0.0227 1.2812000000000001
7200.0 6.0 1.2193 -0.0118 1.2075
7400.0 6.0 1.121 -0.0016 1.1194
7600.0 6.0 1.0432 0.0055 1.0487
7800.0 6.0 0.9877 0.0114 0.9991
8000.0 6.0 0.9342 0.0386 0.9728
8200.0 6.0 0.883 0.0478 0.9308
8400.0 6.0 0.8543 0.0486 0.9028999999999999
8600.0 6.0 0.8325 0.0347 0.8672
8800.0 6.0 0.815 0.031 0.846
9000.0 6.0 0.7916 0.0271 0.8187
9200.0 6.0 0.7193 0.0226 0.7419
9400.0 6.0 0.7362 0.007 0.7432
9600.0 6.0 0.7994 0.0007 0.8001
9800.0 6.0 0.8031 -0.0145 0.7886000000000001
